id,name,domain,category_vi,latitude,longitude,address,district,description,search_text
TQ_00021,Truong Xuan Ecolodge,Du lịch,khách sạn,22.848851,105.0102607,"Đường Quốc Lộ 4C, Quang Trung, Hà Giang, 20109",Hà Giang,Truong Xuan Ecolodge là khách sạn tại Hà Giang.,Truong Xuan Ecolodge Du lịch khách sạn Hà Giang Tuyên Quang
TQ_00022,Xuan Thu Guesthouse,Du lịch,nhà khách/homestay,23.2773978,105.3604341,"Đường Ba Tháng Hai, Đồng Văn, Hà Giang, 20506",Đồng Văn,Xuan Thu Guesthouse là nhà khách/homestay tại Đồng Văn.,Xuan Thu Guesthouse Du lịch nhà khách/homestay Đồng Văn Tuyên Quang
TQ_00023,Vegan Food in Đồng Văn - Good Vibes - the 27 club,Ẩm thực,nhà hàng,23.2773185,105.3602632,"Đường Ba Tháng Hai, Đồng Văn, Hà Giang, 20506",Đồng Văn,Vegan Food in Đồng Văn - Good Vibes - the 27 club là nhà hàng tại Đồng Văn.,Vegan Food in Đồng Văn - Good Vibes - the 27 club Ẩm thực nhà hàng Đồng Văn Tuyên Quang
TQ_00024,truong xuan resort,Du lịch,khách sạn,22.848221,105.0122642,"Quang Trung, Hà Giang",Hà Giang,truong xuan resort là khách sạn tại Hà Giang.,truong xuan resort Du lịch khách sạn Hà Giang Tuyên Quang
TQ_00025,Hoa Quynh,Ẩm thực,quán cà phê,23.1200721,105.1371901,"Cafe Hoa Quỳnh, Yên Minh, Hà Giang, 20306",Yên Minh,Hoa Quynh là quán cà phê tại Yên Minh.,Hoa Quynh Ẩm thực quán cà phê Yên Minh Tuyên Quang
TQ_00026,MEOVAC HOTEL,Du lịch,khách sạn,23.1646092,105.4082476,"Đường Yên Minh-Mèo Vạc, Mèo Vạc, Hà Giang, 20406",Mèo Vạc,MEOVAC HOTEL là khách sạn tại Mèo Vạc.,MEOVAC HOTEL Du lịch khách sạn Mèo Vạc Tuyên Quang
TQ_00027,Hoa Quynh Coffee and sandwich,Ẩm thực,nhà hàng,23.1200564,105.1372401,"Cafe Hoa Quỳnh, Yên Minh, Hà Giang, 20306",Yên Minh,Hoa Quynh Coffee and sandwich là nhà hàng tại Yên Minh.,Hoa Quynh Coffee and sandwich Ẩm thực nhà hàng Yên Minh Tuyên Quang
TQ_00028,Bia Hoi,Ẩm thực,quán bar,22.8236454,104.9855961,"Espresso Cafe, 127 Đường Nguyễn Thái Học, Minh Khai, Hà Giang, 20111",Hà Giang,Bia Hoi là quán bar tại Hà Giang.,Bia Hoi Ẩm thực quán bar Hà Giang Tuyên Quang
TQ_00029,Cay's Homestay,Du lịch,khách sạn,22.8340561,104.9458447,"Phương Độ, Hà Giang",Hà Giang,Cay's Homestay là khách sạn tại Hà Giang.,Cay's Homestay Du lịch khách sạn Hà Giang Tuyên Quang
TQ_00030,homestay,Du lịch,khách sạn,22.8321546,104.9498287,"Mr Thien's Homestay, Đường 20/8, Phương Độ, Hà Giang, 20112",Hà Giang,homestay là khách sạn tại Hà Giang.,homestay Du lịch khách sạn Hà Giang Tuyên Quang
TQ_00031,Mon Ngon Hue,Ẩm thực,nhà hàng,22.8223786,104.9827936,"Hair Salon Bb Hair, 367 Đường Nguyễn Trãi, Nguyễn Trãi, Hà Giang, 20110",Hà Giang,Mon Ngon Hue là nhà hàng tại Hà Giang.,Mon Ngon Hue Ẩm thực nhà hàng Hà Giang Tuyên Quang
TQ_00032,Duc Lan Tourist Guesthouse,Du lịch,khách sạn,22.8296675,104.9823976,"Tạp Hóa Tổng Hợp, 151 Đường Trần Hưng Đạo, Nguyễn Trãi, Hà Giang, 20110",Hà Giang,Duc Lan Tourist Guesthouse là khách sạn tại Hà Giang.,Duc Lan Tourist Guesthouse Du lịch khách sạn Hà Giang Tuyên Quang
TQ_00033,Bang Gia,Ẩm thực,nhà hàng,22.8185025,104.9810354,"Viện Tóc Henry, 345 Đường Nguyễn Trãi, Nguyễn Trãi, Hà Giang, 20110",Hà Giang,Bang Gia là nhà hàng tại Hà Giang.,Bang Gia Ẩm thực nhà hàng Hà Giang Tuyên Quang
TQ_00034,Kem NZ,Ẩm thực,nhà hàng,22.8223162,104.9825887,"Cửa Hàng Điện Tử Hoài Nam, 363 Đường Nguyễn Trãi, Nguyễn Trãi, Hà Giang, 20110",Hà Giang,Kem NZ là nhà hàng tại Hà Giang.,Kem NZ Ẩm thực nhà hàng Hà Giang Tuyên Quang
TQ_00035,Đền thờ Chủ tịch Hồ Chí Minh,Khác,địa điểm,21.8207473,105.2149533,"Nhà Phân Phối Dầu Thực Vật Hoàng Huy Khánh, 30 Phố Ngô Gia Khảm, Minh Xuân, Tuyên Quang, 22110",Tuyên Quang,Đền thờ Chủ tịch Hồ Chí Minh là địa điểm tại Tuyên Quang.,Đền thờ Chủ tịch Hồ Chí Minh Khác địa điểm Tuyên Quang Tuyên Quang
TQ_00036,Di tích thành nhà Mạc,Du lịch,địa điểm du lịch,21.8192213,105.2149716,"Công An Thành Phố Tuyên Quang, 207 Đường Tân Trào, Tân Quang, Tuyên Quang, 22113",Tuyên Quang,Di tích thành nhà Mạc là địa điểm du lịch tại Tuyên Quang.,Di tích thành nhà Mạc Du lịch địa điểm du lịch Tuyên Quang Tuyên Quang
TQ_00037,Ks Kim Bình,Du lịch,khách sạn,21.8249444,105.2066342,"Ngõ 330 Đường 17 Tháng 8, Phan Thiết, Tuyên Quang, 22111",Tuyên Quang,Ks Kim Bình là khách sạn tại Tuyên Quang.,Ks Kim Bình Du lịch khách sạn Tuyên Quang Tuyên Quang
TQ_00038,Lam Tung Hotel,Du lịch,khách sạn,23.2775615,105.3612947,"Đường Ba Tháng Hai, Đồng Văn, Hà Giang, 20506",Đồng Văn,Lam Tung Hotel là khách sạn tại Đồng Văn.,Lam Tung Hotel Du lịch khách sạn Đồng Văn Tuyên Quang
TQ_00039,Breakfast,Ẩm thực,quán cà phê,22.8308956,104.986046,"Cửa Hàng Đồng Hồ Kính Mắt, Đường Trần Hưng Đạo, Trần Phú, Hà Giang, 20106",Hà Giang,Breakfast là quán cà phê tại Hà Giang.,Breakfast Ẩm thực quán cà phê Hà Giang Tuyên Quang
TQ_00040,Pho Co Coffee,Ẩm thực,quán cà phê,23.2793667,105.3613218,"Đồng Văn, Hà Giang",Đồng Văn,Pho Co Coffee là quán cà phê tại Đồng Văn.,Pho Co Coffee Ẩm thực quán cà phê Đồng Văn Tuyên Quang
TQ_00041,Phong Van Quan,Ẩm thực,nhà hàng,23.1176866,105.1442855,"Trụ Sở Thị Trấn Yên Minh, Quốc Lộ 4C, Yên Minh, Hà Giang, 20306",Yên Minh,Phong Van Quan là nhà hàng tại Yên Minh.,Phong Van Quan Ẩm thực nhà hàng Yên Minh Tuyên Quang
TQ_00042,Tiến Đạt,Du lịch,khách sạn,22.743101,104.68033,"Ủy Ban Nhân Dân Huyện Hoàng Su Phì, Đường Bắc Quang-Xín Mần, Vinh Quang, Hoàng Su Phì, Hà Giang, 20606",Hoàng Su Phì,Tiến Đạt là khách sạn tại Hoàng Su Phì.,Tiến Đạt Du lịch khách sạn Hoàng Su Phì Tuyên Quang
TQ_00043,Panhou,Du lịch,nhà nghỉ,22.57637,104.74486,"Thông Nguyên, Hoàng Su Phì, Hà Giang",Hoàng Su Phì,Panhou là nhà nghỉ tại Hoàng Su Phì.,Panhou Du lịch nhà nghỉ Hoàng Su Phì Tuyên Quang
TQ_00044,Bang Gia,Ẩm thực,nhà hàng,23.1209543,105.1344621,"Đường Trần Hưng Đạo, Yên Minh, Hà Giang, 20306",Yên Minh,Bang Gia là nhà hàng tại Yên Minh.,Bang Gia Ẩm thực nhà hàng Yên Minh Tuyên Quang
TQ_00045,Bảy Vân Restaurant,Ẩm thực,nhà hàng,22.417198,104.81245,"Quốc Lộ 2, Việt Quang, Bắc Quang, Hà Giang, 20806",Bắc Quang,Bảy Vân Restaurant là nhà hàng tại Bắc Quang.,Bảy Vân Restaurant Ẩm thực nhà hàng Bắc Quang Tuyên Quang
TQ_00046,Nha Hang Tu Suong,Ẩm thực,nhà hàng,22.4166213,104.8002727,"Quốc Lộ 279, Việt Quang, Bắc Quang, Hà Giang, 20806",Bắc Quang,Nha Hang Tu Suong là nhà hàng tại Bắc Quang.,Nha Hang Tu Suong Ẩm thực nhà hàng Bắc Quang Tuyên Quang
TQ_00047,Ha Anh Homestay,Du lịch,nhà khách/homestay,23.116369,105.1389082,"Yên Minh, Hà Giang",Yên Minh,Ha Anh Homestay là nhà khách/homestay tại Yên Minh.,Ha Anh Homestay Du lịch nhà khách/homestay Yên Minh Tuyên Quang
TQ_00048,The lover lôlô Chải,Du lịch,nhà khách/homestay,23.3643727,105.3099925,"Lũng Cú, Đồng Văn, Hà Giang",Đồng Văn,The lover lôlô Chải là nhà khách/homestay tại Đồng Văn.,The lover lôlô Chải Du lịch nhà khách/homestay Đồng Văn Tuyên Quang
TQ_00049,Khach San Kien Vang,Du lịch,khách sạn,22.8300021,104.9817158,"Cafe Cây Táo, 176 Đường Trần Hưng Đạo, Nguyễn Trãi, Hà Giang, 20110",Hà Giang,Khach San Kien Vang là khách sạn tại Hà Giang.,Khach San Kien Vang Du lịch khách sạn Hà Giang Tuyên Quang
TQ_00050,Nhà trọ Chúng Pủa,Du lịch,nhà nghỉ,23.167458,105.41121,"Mèo Vạc, Hà Giang",Mèo Vạc,Nhà trọ Chúng Pủa là nhà nghỉ tại Mèo Vạc.,Nhà trọ Chúng Pủa Du lịch nhà nghỉ Mèo Vạc Tuyên Quang
TQ_00051,Cơm rang Vân Anh,Ẩm thực,nhà hàng,21.8186113,105.2100983,"Quán Bình Dân Ngọc Ánh, Tân Quang, Tuyên Quang, 22113",Tuyên Quang,Cơm rang Vân Anh là nhà hàng tại Tuyên Quang.,Cơm rang Vân Anh Ẩm thực nhà hàng Tuyên Quang Tuyên Quang
TQ_00052,Quán Doc,Ẩm thực,quán cà phê,22.7415125,104.6785734,"Đường Tỉnh 177, Vinh Quang, Hoàng Su Phì, Hà Giang, 20606",Hoàng Su Phì,Quán Doc là quán cà phê tại Hoàng Su Phì.,Quán Doc Ẩm thực quán cà phê Hoàng Su Phì Tuyên Quang
TQ_00053,Tay Con Linh Hotel,Du lịch,khách sạn,22.7415538,104.6787784,"Đường Tỉnh 177, Vinh Quang, Hoàng Su Phì, Hà Giang, 20606",Hoàng Su Phì,Tay Con Linh Hotel là khách sạn tại Hoàng Su Phì.,Tay Con Linh Hotel Du lịch khách sạn Hoàng Su Phì Tuyên Quang
TQ_00054,Thuan An Hotel,Du lịch,khách sạn,22.741896,104.6790435,"Cắt Tóc Yến Phi, Đường Bắc Quang-Xín Mần, Vinh Quang, Hoàng Su Phì, Hà Giang, 20606",Hoàng Su Phì,Thuan An Hotel là khách sạn tại Hoàng Su Phì.,Thuan An Hotel Du lịch khách sạn Hoàng Su Phì Tuyên Quang
TQ_00055,Quang phường,Ẩm thực,nhà hàng,22.7431433,104.679694,"Đường Tỉnh 177, Vinh Quang, Hoàng Su Phì, Hà Giang, 20606",Hoàng Su Phì,Quang phường là nhà hàng tại Hoàng Su Phì.,Quang phường Ẩm thực nhà hàng Hoàng Su Phì Tuyên Quang
TQ_00056,Hotel Nhớ,Du lịch,khách sạn,22.8225363,104.9864066,"Khách Sạn Nhớ, 2 Ngõ Số 2 Phố Hải Thượng Lãn Ông, Minh Khai, Hà Giang, 20111",Hà Giang,Hotel Nhớ là khách sạn tại Hà Giang.,Hotel Nhớ Du lịch khách sạn Hà Giang Tuyên Quang
TQ_00057,Lẩu Chim câu,Ẩm thực,nhà hàng,22.8171853,104.989662,"Đường Lý Tự Trọng, Minh Khai, Hà Giang, 20111",Hà Giang,Lẩu Chim câu là nhà hàng tại Hà Giang.,Lẩu Chim câu Ẩm thực nhà hàng Hà Giang Tuyên Quang
TQ_00058,Thiên Thanh Hotel,Du lịch,khách sạn,22.8191001,104.9853408,"Học Viện Violet, Minh Khai, Hà Giang, 20111",Hà Giang,Thiên Thanh Hotel là khách sạn tại Hà Giang.,Thiên Thanh Hotel Du lịch khách sạn Hà Giang Tuyên Quang
TQ_00059,Nhà nghỉ Trung Kiên,Du lịch,nhà khách/homestay,22.8218405,104.9851166,"Đường Nguyễn Thái Học, Minh Khai, Hà Giang, 20111",Hà Giang,Nhà nghỉ Trung Kiên là nhà khách/homestay tại Hà Giang.,Nhà nghỉ Trung Kiên Du lịch nhà khách/homestay Hà Giang Tuyên Quang
TQ_00060,Nhà Nhà nghỉ tuần Anh,Du lịch,nhà nghỉ,22.821603,104.984657,"Đường Nguyễn Thái Học, Minh Khai, Hà Giang, 20111",Hà Giang,Nhà Nhà nghỉ tuần Anh là nhà nghỉ tại Hà Giang.,Nhà Nhà nghỉ tuần Anh Du lịch nhà nghỉ Hà Giang Tuyên Quang
TQ_00061,Viết Trung Hotel,Du lịch,khách sạn,22.8190806,104.9846032,"Khách Sạn Việt Trung, 32 Đường Lý Nhân Tông, Minh Khai, Hà Giang, 20111",Hà Giang,Viết Trung Hotel là khách sạn tại Hà Giang.,Viết Trung Hotel Du lịch khách sạn Hà Giang Tuyên Quang
TQ_00062,Aladdin,Ẩm thực,quán bar,22.8222058,104.9850354,"Đường Nguyễn Thái Học, Minh Khai, Hà Giang, 20111",Hà Giang,Aladdin là quán bar tại Hà Giang.,Aladdin Ẩm thực quán bar Hà Giang Tuyên Quang
TQ_00063,Nhà nghỉ Minh châu,Du lịch,nhà khách/homestay,22.8194288,104.9859081,"Nhà Nghỉ Minh Châu, 21 Phố Lê Đức Thọ, Minh Khai, Hà Giang, 20111",Hà Giang,Nhà nghỉ Minh châu là nhà khách/homestay tại Hà Giang.,Nhà nghỉ Minh châu Du lịch nhà khách/homestay Hà Giang Tuyên Quang
TQ_00064,Phú Minh Hotel,Du lịch,khách sạn,22.8248483,104.9865893,"Đường Nguyễn Văn Cừ, Minh Khai, Hà Giang, 20111",Hà Giang,Phú Minh Hotel là khách sạn tại Hà Giang.,Phú Minh Hotel Du lịch khách sạn Hà Giang Tuyên Quang
TQ_00065,Nhà Hàng Sơn Thuỷ,Ẩm thực,nhà hàng,22.832804,104.9834972,"Đường Trần Hưng Đạo, Nguyễn Trãi, Hà Giang, 20110",Hà Giang,Nhà Hàng Sơn Thuỷ là nhà hàng tại Hà Giang.,Nhà Hàng Sơn Thuỷ Ẩm thực nhà hàng Hà Giang Tuyên Quang
TQ_00066,Phương Đồng Hotel,Du lịch,khách sạn,22.8302178,104.9832666,"Đường Trần Hưng Đạo, Nguyễn Trãi, Hà Giang, 20110",Hà Giang,Phương Đồng Hotel là khách sạn tại Hà Giang.,Phương Đồng Hotel Du lịch khách sạn Hà Giang Tuyên Quang
TQ_00067,Mi Nhon,Ẩm thực,quán thức ăn nhanh,22.8302613,104.9883818,"Đường Trần Hưng Đạo, Trần Phú, Hà Giang, 20106",Hà Giang,Mi Nhon là quán thức ăn nhanh tại Hà Giang.,Mi Nhon Ẩm thực quán thức ăn nhanh Hà Giang Tuyên Quang
TQ_00068,Café Chi,Ẩm thực,quán cà phê,22.8286892,104.9863272,"New Nhím 9X, Đường An Cư, Trần Phú, Hà Giang, 20106",Hà Giang,Café Chi là quán cà phê tại Hà Giang.,Café Chi Ẩm thực quán cà phê Hà Giang Tuyên Quang
TQ_00069,Mạnh từng,Ẩm thực,quán thức ăn nhanh,22.8306543,104.9852092,"Tiệm Sửa Xe Máy Thạch Ước, Đường Nguyễn Thái Học, Trần Phú, Hà Giang, 20106",Hà Giang,Mạnh từng là quán thức ăn nhanh tại Hà Giang.,Mạnh từng Ẩm thực quán thức ăn nhanh Hà Giang Tuyên Quang
TQ_00070,Golden BBQ Buffet,Ẩm thực,nhà hàng,22.8354264,104.9820145,"Lẩu Dê Đức Tiến, 40 Đường Trần Hưng Đạo, Quang Trung, Hà Giang, 20109",Hà Giang,Golden BBQ Buffet là nhà hàng tại Hà Giang.,Golden BBQ Buffet Ẩm thực nhà hàng Hà Giang Tuyên Quang
TQ_00071,Tam giác Mach Hotel,Du lịch,khách sạn,22.8283968,104.9900041,"Hải Ninh Door, Minh Khai, Hà Giang, 20111",Hà Giang,Tam giác Mach Hotel là khách sạn tại Hà Giang.,Tam giác Mach Hotel Du lịch khách sạn Hà Giang Tuyên Quang
TQ_00072,Tom coffee,Ẩm thực,quán cà phê,22.8280903,104.9892745,"Garage Ô Tô, Đường An Cư, Minh Khai, Hà Giang, 20111",Hà Giang,Tom coffee là quán cà phê tại Hà Giang.,Tom coffee Ẩm thực quán cà phê Hà Giang Tuyên Quang
TQ_00073,Cielo,Ẩm thực,quán cà phê,22.8263862,104.9889201,"Bánh Mì Hương, Minh Khai, Hà Giang, 20111",Hà Giang,Cielo là quán cà phê tại Hà Giang.,Cielo Ẩm thực quán cà phê Hà Giang Tuyên Quang
TQ_00074,Cà phê Cao Nguyên,Ẩm thực,quán cà phê,22.8241753,104.9866453,"Cafe Cao Nguyên, Đường Nguyễn Văn Cừ, Minh Khai, Hà Giang, 20111",Hà Giang,Cà phê Cao Nguyên là quán cà phê tại Hà Giang.,Cà phê Cao Nguyên Ẩm thực quán cà phê Hà Giang Tuyên Quang
TQ_00075,August,Ẩm thực,quán cà phê,23.1190309,105.1403326,"Quốc Lộ 4C, Yên Minh, Hà Giang, 20306",Yên Minh,August là quán cà phê tại Yên Minh.,August Ẩm thực quán cà phê Yên Minh Tuyên Quang
TQ_00076,Motel Hai Son,Du lịch,nhà nghỉ,23.1190334,105.1411266,"Quốc Lộ 4C, Yên Minh, Hà Giang, 20306",Yên Minh,Motel Hai Son là nhà nghỉ tại Yên Minh.,Motel Hai Son Du lịch nhà nghỉ Yên Minh Tuyên Quang
TQ_00077,Mun Cafe,Ẩm thực,quán cà phê,23.1192902,105.1398723,"Đường Trần Hưng Đạo, Yên Minh, Hà Giang, 20306",Yên Minh,Mun Cafe là quán cà phê tại Yên Minh.,Mun Cafe Ẩm thực quán cà phê Yên Minh Tuyên Quang
TQ_00078,Trang Cat Restaurant,Ẩm thực,nhà hàng,23.1190116,105.136817,"Yên Minh, Hà Giang",Yên Minh,Trang Cat Restaurant là nhà hàng tại Yên Minh.,Trang Cat Restaurant Ẩm thực nhà hàng Yên Minh Tuyên Quang
TQ_00079,Fusion Cafe,Ẩm thực,quán thức ăn nhanh,23.1178808,105.1417335,"Quốc Lộ 4C, Yên Minh, Hà Giang, 20306",Yên Minh,Fusion Cafe là quán thức ăn nhanh tại Yên Minh.,Fusion Cafe Ẩm thực quán thức ăn nhanh Yên Minh Tuyên Quang
TQ_00080,Kim Tinh Motel,Du lịch,nhà nghỉ,23.1175652,105.1456069,"Cafe Nguyễn, Quốc Lộ 4C, Yên Minh, Hà Giang, 20306",Yên Minh,Kim Tinh Motel là nhà nghỉ tại Yên Minh.,Kim Tinh Motel Du lịch nhà nghỉ Yên Minh Tuyên Quang
TQ_00081,Bình An,Du lịch,nhà nghỉ,23.1176233,105.1432414,"Hotel Phương Nam, 209 Quốc Lộ 4C, Yên Minh, Hà Giang, 20306",Yên Minh,Bình An là nhà nghỉ tại Yên Minh.,Bình An Du lịch nhà nghỉ Yên Minh Tuyên Quang
TQ_00082,Nha Nghi Tro Binh Dan,Du lịch,nhà nghỉ,23.1194725,105.1441251,"Yên Minh, Hà Giang",Yên Minh,Nha Nghi Tro Binh Dan là nhà nghỉ tại Yên Minh.,Nha Nghi Tro Binh Dan Du lịch nhà nghỉ Yên Minh Tuyên Quang
TQ_00083,Phương Nam,Du lịch,nhà nghỉ,23.1176268,105.1433492,"Hotel Phương Nam, 209 Quốc Lộ 4C, Yên Minh, Hà Giang, 20306",Yên Minh,Phương Nam là nhà nghỉ tại Yên Minh.,Phương Nam Du lịch nhà nghỉ Yên Minh Tuyên Quang
TQ_00084,Mr. Hung restaurant,Ẩm thực,nhà hàng,23.2772731,105.36019,"Đường Ba Tháng Hai, Đồng Văn, Hà Giang, 20506",Đồng Văn,Mr. Hung restaurant là nhà hàng tại Đồng Văn.,Mr. Hung restaurant Ẩm thực nhà hàng Đồng Văn Tuyên Quang
TQ_00085,Tqg512,Du lịch,địa điểm du lịch,21.887213,105.236305,"Tân Long, Yên Sơn, Tuyên Quang",Yên Sơn,Tqg512 là địa điểm du lịch tại Yên Sơn.,Tqg512 Du lịch địa điểm du lịch Yên Sơn Tuyên Quang
TQ_00086,homestay,Du lịch,nhà khách/homestay,23.2316385,105.2133247,"Quốc Lộ 4C, Sủng Là, Đồng Văn, Hà Giang, 20511",Đồng Văn,homestay là nhà khách/homestay tại Đồng Văn.,homestay Du lịch nhà khách/homestay Đồng Văn Tuyên Quang
TQ_00087,Toan Vinh Hotel,Du lịch,khách sạn,22.4117338,104.807541,"Việt Quang, Bắc Quang, Hà Giang",Bắc Quang,Toan Vinh Hotel là khách sạn tại Bắc Quang.,Toan Vinh Hotel Du lịch khách sạn Bắc Quang Tuyên Quang
TQ_00088,Khác San Hoa Mai,Du lịch,khách sạn,21.8219686,105.2154819,"Nhà Hàng-Khách Sạn Hoa Mai, 44 Đường Mười Bảy Tháng Tám, Minh Xuân, Tuyên Quang, 22110",Tuyên Quang,Khác San Hoa Mai là khách sạn tại Tuyên Quang.,Khác San Hoa Mai Du lịch khách sạn Tuyên Quang Tuyên Quang
TQ_00089,HỮU Duyen,Ẩm thực,quán cà phê,23.1180627,105.1415936,"Quốc Lộ 4C, Yên Minh, Hà Giang, 20306",Yên Minh,HỮU Duyen là quán cà phê tại Yên Minh.,HỮU Duyen Ẩm thực quán cà phê Yên Minh Tuyên Quang
